date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name,is_elimination_game,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game,opp_goalie_sv_pct
2022-05-04,TBL,0,2,2,2,3,20.75,L,3,5,2.0,first_round,2021-22,8476883,A. Vasilevskiy,False,2.0,False,1.6,2.8415,0.9164355198816652
2022-05-06,TBL,0,0,0,0,5,22.33333333333333,W,5,2,3.0,first_round,2021-22,8476883,A. Vasilevskiy,False,2.0,False,1.8,2.8415,0.9164697299719146
2022-05-08,TBL,0,1,1,-3,1,19.05,L,3,7,4.0,first_round,2021-22,8476883,A. Vasilevskiy,False,2.0,False,1.8,2.8415,0.916429511058406
2022-05-10,TBL,1,0,1,0,4,23.683333333333334,W,4,3,5.0,first_round,2021-22,8476883,A. Vasilevskiy,False,2.0,False,1.6,2.8415,0.9167513162598313
2022-05-12,TBL,1,0,1,0,6,28.316666666666663,L,3,4,6.0,first_round,2021-22,8476883,A. Vasilevskiy,False,2.0,False,1.4,2.8415,0.9166110781469493
2022-05-14,TBL,0,1,1,0,4,25.066666666666663,L,1,2,7.0,first_round,2021-22,8476883,A. Vasilevskiy,True,2.0,False,1.0,2.8415,0.9165673726819166
2022-10-12,MTL,0,0,0,0,5,19.9,L,3,4,,regular_season,2022-23,8474596,J. Allen,False,,False,,3.7439,0.906231859962026
2022-10-13,WSH,1,0,1,0,5,18.633333333333333,W,3,2,,regular_season,2022-23,8479292,C. Lindgren,False,1.0,True,0.0,3.2317,0.9131236978079565
2022-10-15,OTT,0,1,1,1,7,20.8,W,3,2,,regular_season,2022-23,8476341,A. Forsberg,False,2.0,False,0.5,3.3049,0.9128390161325951
2022-10-17,ARI,0,0,0,0,4,24.716666666666665,L,2,4,,regular_season,2022-23,8478872,K. Vejmelka,False,2.0,False,0.6666666666666666,3.6463,0.9002974823500682
2022-10-20,DAL,0,1,1,1,3,26.766666666666666,W,3,2,,regular_season,2022-23,8475809,S. Wedgewood,False,3.0,False,0.5,2.6585,0.9086740982017358
2022-10-22,WPG,0,3,3,1,4,19.45,W,4,1,,regular_season,2022-23,8476945,C. Hellebuyck,False,2.0,False,0.6,2.7439,0.9107134532536244
2022-10-24,VGK,0,0,0,0,5,22.53333333333333,L,1,3,,regular_season,2022-23,8480313,L. Thompson,False,2.0,False,1.2,2.7927,0.910898363752048
2022-10-27,SJS,1,0,1,0,7,20.366666666666667,L,3,4,,regular_season,2022-23,8478039,K. Kahkonen,False,3.0,False,1.0,3.9146,0.909492483702145
2022-10-29,LAK,0,0,0,-1,4,21.466666666666665,L,2,4,,regular_season,2022-23,8477361,C. Petersen,False,2.0,False,1.0,3.1341,0.8987100064142123
2022-10-30,ANA,1,0,1,-2,4,21.516666666666666,L,3,4,,regular_season,2022-23,8476434,J. Gibson,False,1.0,True,1.0,4.122,0.9031104228230472
2022-11-02,PHI,1,1,2,-1,8,19.016666666666666,W,5,2,,regular_season,2022-23,8478433,F. Sandstrom,False,3.0,False,1.0,3.378,0.9069204403332488
2022-11-05,BOS,2,0,2,1,5,19.7,W,2,1,,regular_season,2022-23,8476999,L. Ullmark,False,3.0,False,0.8,2.1585,0.911871550701127
2022-11-06,CAR,0,1,1,0,0,18.48333333333333,W,3,1,,regular_season,2022-23,8475883,F. Andersen,False,1.0,True,1.2,2.5976,0.9111179993600766
2022-11-08,VGK,0,1,1,-1,5,23.216666666666665,L,3,4,,regular_season,2022-23,8480313,L. Thompson,False,2.0,False,1.2,2.7927,0.9125694269775866
2022-11-11,PIT,0,0,0,-2,3,23.75,L,2,4,,regular_season,2022-23,8479193,C. DeSmith,False,3.0,False,1.4,3.2195,0.9122207033047042
2022-11-12,VAN,1,0,1,1,4,16.883333333333333,W,3,2,,regular_season,2022-23,8477484,S. Martin,False,1.0,True,1.2,3.6341,0.9128372520197029
