gameId,date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,is_elimination_game,home_away,opp_goalie_id,opp_goalie_name,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game,opp_goalie_sv_pct
2025020371,2025-11-26,SJS,1,1,2,3,5,18.316666666666663,W,6,0,,regular_season,2025-26,False,H,8482137,Y. Askarov,3.0,False,1.0,3.5926,0.900443361623232
2025020378,2025-11-28,MIN,1,1,2,2,4,23.966666666666665,L,2,3,,regular_season,2025-26,False,R,8482661,J. Wallstedt,2.0,False,1.2,2.9268,0.9037334413771192
2025020392,2025-11-29,MTL,1,2,3,2,5,14.816666666666666,W,7,2,,regular_season,2025-26,False,H,8482487,J. Dobes,1.0,True,1.6,3.122,0.9004606233942878
2025020417,2025-12-02,VAN,2,0,2,2,6,22.25,W,3,1,,regular_season,2025-26,False,H,8480947,K. Lankinen,3.0,False,1.6,3.8272,0.8958989115225083
2025020430,2025-12-04,NYI,0,0,0,0,6,22.166666666666668,L,3,6,,regular_season,2025-26,False,R,8478009,I. Sorokin,2.0,False,1.8,2.939,0.9019973087984902
2025020441,2025-12-06,NYR,2,0,2,3,7,24.933333333333334,W,3,2,,regular_season,2025-26,False,R,8478048,I. Shesterkin,2.0,False,1.8,3.0488,0.9036355689836023
2025020453,2025-12-07,PHI,0,1,1,0,6,22.883333333333333,W,3,2,,regular_season,2025-26,False,R,8481035,S. Ersson,1.0,True,1.8,2.9634,0.886792595603343
2025020475,2025-12-09,NSH,0,2,2,0,7,28.366666666666667,L,3,4,,regular_season,2025-26,False,R,8477424,J. Saros,2.0,False,1.6,3.2593,0.8923494575259102
2025020490,2025-12-11,FLA,1,1,2,2,7,19.566666666666663,W,6,2,,regular_season,2025-26,False,H,8480193,D. Tarasov,2.0,False,1.4,3.3659,0.9018856420570656
2025020506,2025-12-13,NSH,1,1,2,3,3,23.48333333333333,W,4,2,,regular_season,2025-26,False,H,8481020,J. Annunen,2.0,False,1.4,3.2593,0.8876145324390678
2025020528,2025-12-16,SEA,2,1,3,3,6,23.5,W,5,3,,regular_season,2025-26,False,R,8475831,P. Grubauer,3.0,False,1.8,3.2222,0.8931133880417824
2025020546,2025-12-19,WPG,0,1,1,0,1,24.35,W,3,2,,regular_season,2025-26,False,H,8476945,C. Hellebuyck,3.0,False,2.0,3.1358,0.9074730817198192
2025020563,2025-12-21,MIN,2,0,2,2,4,22.55,W,5,1,,regular_season,2025-26,False,R,8482661,J. Wallstedt,2.0,False,2.0,2.9268,0.9080097753756982
2025020584,2025-12-23,UTA,0,0,0,0,1,21.75,W,1,0,,regular_season,2025-26,False,H,8477970,V. Vanecek,2.0,False,2.0,2.9012,0.8920728838718608
2025020600,2025-12-27,VGK,1,2,3,2,9,25.466666666666665,W,6,5,,regular_season,2025-26,False,R,8479394,C. Hart,4.0,False,1.6,3.0488,0.9002507895281789
2025020611,2025-12-29,LAK,1,1,2,1,2,21.133333333333333,W,5,2,,regular_season,2025-26,False,H,8476341,A. Forsberg,2.0,False,1.8,3.0123,0.9026634381739371
2025020629,2025-12-31,STL,2,2,4,3,7,17.2,W,6,1,,regular_season,2025-26,False,H,8476412,J. Binnington,2.0,False,1.6,3.1481,0.8948977568222242
2025020653,2026-01-03,CAR,1,3,4,0,2,20.066666666666663,W,5,3,,regular_season,2025-26,False,R,8475883,F. Andersen,3.0,False,2.2,2.9268,0.8916848653371254
2025020659,2026-01-04,FLA,0,0,0,-1,5,23.2,L,1,2,,regular_season,2025-26,False,R,8480193,D. Tarasov,1.0,True,2.6,3.3659,0.9003727198331647
2025020668,2026-01-06,TBL,0,0,0,-2,5,22.616666666666667,L,2,4,,regular_season,2025-26,False,R,8476883,A. Vasilevskiy,2.0,False,2.6,2.8171,0.9103856753723856
2025020691,2026-01-08,OTT,1,3,4,0,5,17.233333333333334,W,8,2,,regular_season,2025-26,False,H,8482447,L. Meriläinen,2.0,False,2.0,3.0,0.8976704057138601
2025020699,2026-01-10,CBJ,0,0,0,0,8,20.133333333333333,W,4,0,,regular_season,2025-26,False,H,8478007,E. Merzlikins,2.0,False,2.4,3.0854,0.8931677871741307
2025020723,2026-01-12,TOR,0,3,3,1,3,24.666666666666668,L,3,4,,regular_season,2025-26,False,H,8479361,J. Woll,2.0,False,1.6,3.6463,0.90350573892092
2025020752,2026-01-16,NSH,0,1,1,-2,4,20.616666666666667,L,3,7,,regular_season,2025-26,False,H,8477424,J. Saros,4.0,False,1.4,3.2593,0.8944098319723193
2025020771,2026-01-19,WSH,2,1,3,2,10,22.45,W,5,2,,regular_season,2025-26,False,H,8479292,C. Lindgren,3.0,False,1.6,2.9756,0.8930293563426355
2025020789,2026-01-21,ANA,0,0,0,-1,3,29.3,L,1,2,,regular_season,2025-26,False,H,8480843,L. Dostal,2.0,False,2.2,3.5062,0.894315595781948
2025020805,2026-01-23,PHI,0,2,2,-1,1,26.25,L,3,7,,regular_season,2025-26,False,H,8481035,S. Ersson,2.0,False,1.4,2.9634,0.8816452771609092
2025020819,2026-01-25,TOR,0,1,1,2,2,23.3,W,4,1,,regular_season,2025-26,False,R,8479361,J. Woll,2.0,False,1.8,3.6463,0.9030242711762131
2025020841,2026-01-28,OTT,0,0,0,-3,1,23.6,L,2,5,,regular_season,2025-26,False,R,8473503,J. Reimer,3.0,False,1.4,3.0,0.8954621364115244
2025020845,2026-01-29,MTL,0,0,0,-3,2,21.15,L,3,7,,regular_season,2025-26,False,R,8482487,J. Dobes,1.0,True,1.2,3.122,0.893937429841674
2025020860,2026-01-31,DET,2,1,3,3,4,21.6,W,5,0,,regular_season,2025-26,False,R,8476434,J. Gibson,2.0,False,0.6,3.1463,0.9015631387885983
2025020883,2026-02-02,DET,0,0,0,-2,5,26.116666666666667,L,0,2,,regular_season,2025-26,False,H,8476434,J. Gibson,2.0,False,1.2,3.1463,0.9004400738469067
2025020897,2026-02-04,SJS,0,2,2,4,4,23.016666666666666,W,4,2,,regular_season,2025-26,False,H,8482137,Y. Askarov,2.0,False,0.8,3.5926,0.891479104598218
2025020927,2026-02-26,MIN,0,2,2,0,8,23.35,L,2,5,,regular_season,2025-26,False,H,8479406,F. Gustavsson,22.0,False,1.0,2.9268,0.9048782212763307
2025020938,2026-02-28,CHI,0,2,2,2,6,23.53333333333333,W,3,1,,regular_season,2025-26,False,H,8481519,S. Knight,2.0,False,1.4,3.3537,0.9006980479559723
2025020958,2026-03-02,LAK,1,1,2,3,8,21.116666666666667,W,4,2,,regular_season,2025-26,False,R,8476341,A. Forsberg,2.0,False,1.8,3.0123,0.9013394791305024
2025020968,2026-03-03,ANA,0,1,1,1,3,20.716666666666665,W,5,1,,regular_season,2025-26,False,R,8480843,L. Dostal,1.0,True,1.6,3.5062,0.8946850220633793
2025020984,2026-03-06,DAL,1,2,3,1,2,27.35,W,5,4,,regular_season,2025-26,False,R,8479979,J. Oettinger,3.0,False,1.8,2.7561,0.8996503021888997
2025021001,2026-03-08,MIN,1,0,1,1,9,22.48333333333333,W,3,2,,regular_season,2025-26,False,H,8482661,J. Wallstedt,2.0,False,2.0,2.9268,0.9023071027724885
2025021023,2026-03-10,EDM,0,0,0,-1,1,14.283333333333331,L,3,4,,regular_season,2025-26,False,H,8478971,C. Ingram,2.0,False,1.8,3.3086,0.8951284784926351
2025021040,2026-03-12,SEA,1,3,4,3,4,20.966666666666665,W,5,1,,regular_season,2025-26,False,R,8478916,J. Daccord,2.0,False,1.4,3.2222,0.898121178170433
2025021045,2026-03-14,WPG,0,1,1,-1,2,25.433333333333334,L,1,3,,regular_season,2025-26,False,R,8476945,C. Hellebuyck,2.0,False,1.8,3.1358,0.8965951619549772
2025021067,2026-03-16,PIT,1,0,1,-1,4,22.65,L,2,7,,regular_season,2025-26,False,H,8481668,A. Silovs,2.0,False,1.8,3.2683,0.8949263735762593
2025021080,2026-03-18,DAL,0,1,1,0,5,26.666666666666668,L,1,2,,regular_season,2025-26,False,H,8479979,J. Oettinger,2.0,False,1.4,2.7561,0.9015203218700686
2025021096,2026-03-20,CHI,0,3,3,1,4,22.2,W,4,1,,regular_season,2025-26,False,R,8482821,A. Soderblom,2.0,False,1.4,3.3537,0.8878351305059284
2025021111,2026-03-22,WSH,0,0,0,0,1,22.83333333333333,W,3,2,,regular_season,2025-26,False,R,8480313,L. Thompson,2.0,False,2.0,2.9756,0.9055271242647344
2025021126,2026-03-24,PIT,1,0,1,1,2,19.05,W,6,2,,regular_season,2025-26,False,R,8481668,A. Silovs,2.0,False,1.2,3.2683,0.8947822341813695
2025021145,2026-03-26,WPG,2,0,2,-1,7,24.916666666666668,W,3,2,,regular_season,2025-26,False,R,8476945,C. Hellebuyck,2.0,False,1.2,3.1358,0.8968252865655141
2025021162,2026-03-28,WPG,0,0,0,-2,3,22.6,L,2,4,,regular_season,2025-26,False,H,8476945,C. Hellebuyck,2.0,False,1.4,3.1358,0.8971481832573747
2025021174,2026-03-30,CGY,1,2,3,1,5,19.33333333333333,W,9,2,,regular_season,2025-26,False,H,8481692,D. Wolf,2.0,False,1.2,3.1852,0.8990105450489193
2025021188,2026-04-01,VAN,1,0,1,-1,7,24.35,L,6,8,,regular_season,2025-26,False,H,8480947,K. Lankinen,2.0,False,1.2,3.8272,0.8885982970671229
2025021209,2026-04-04,DAL,1,0,1,2,2,20.78333333333333,W,2,0,,regular_season,2025-26,False,R,8479193,C. DeSmith,3.0,False,1.4,2.7561,0.8993379444794344
2025021228,2026-04-05,STL,0,0,0,-3,5,21.633333333333333,L,2,3,,regular_season,2025-26,False,H,8480981,J. Hofer,1.0,True,1.4,3.1481,0.9030669599660438
2025021238,2026-04-07,STL,0,1,1,1,0,21.133333333333333,W,3,1,,regular_season,2025-26,False,R,8480981,J. Hofer,2.0,False,1.0,3.1481,0.9032264954694244
2025021256,2026-04-09,CGY,1,2,3,1,6,22.383333333333333,W,3,1,,regular_season,2025-26,False,H,8481692,D. Wolf,2.0,False,1.2,3.1852,0.8950417796531062
2025021274,2026-04-11,VGK,0,0,0,-1,6,21.633333333333333,L,2,3,,regular_season,2025-26,False,H,8479394,C. Hart,2.0,False,1.2,3.0488,0.8919958971147866
2025021289,2026-04-13,EDM,0,0,0,0,2,27.95,W,2,1,,regular_season,2025-26,False,R,8478971,C. Ingram,2.0,False,1.0,3.3086,0.8958801928446
2025021298,2026-04-14,CGY,1,0,1,2,4,21.133333333333333,W,3,1,,regular_season,2025-26,False,R,8481692,D. Wolf,1.0,True,0.8,3.1852,0.8969747929047294
2025030151,2026-04-19,LAK,0,1,1,1,3,22.133333333333333,W,2,1,1.0,first_round,2025-26,False,H,8476341,A. Forsberg,5.0,False,1.0,3.0123,0.9021204683127017
2025030152,2026-04-21,LAK,0,0,0,1,4,23.2,W,2,1,2.0,first_round,2025-26,False,H,8476341,A. Forsberg,2.0,False,1.0,3.0123,0.9027703025222693
2025030153,2026-04-23,LAK,0,0,0,0,0,19.5,W,4,2,3.0,first_round,2025-26,False,R,8476341,A. Forsberg,2.0,False,0.4,3.0123,0.9035537154744492
2025030154,2026-04-26,LAK,2,1,3,2,5,17.783333333333335,W,5,1,4.0,first_round,2025-26,False,R,8476341,A. Forsberg,3.0,False,0.4,3.0123,0.9031674534921376
2025030231,2026-05-03,MIN,1,2,3,3,4,19.1,W,9,6,1.0,second_round,2025-26,False,H,8482661,J. Wallstedt,7.0,False,1.0,2.9268,0.9072258804708183
2025030232,2026-05-05,MIN,1,2,3,0,5,22.1,W,5,2,2.0,second_round,2025-26,False,H,8479406,F. Gustavsson,2.0,False,1.4,2.9268,0.9004781219364847
2025030233,2026-05-09,MIN,1,0,1,-1,4,23.85,L,1,5,3.0,second_round,2025-26,False,R,8482661,J. Wallstedt,4.0,False,1.8,2.9268,0.9054243565622481
2025030234,2026-05-11,MIN,1,0,1,1,2,20.8,W,5,2,4.0,second_round,2025-26,False,R,8482661,J. Wallstedt,2.0,False,2.0,2.9268,0.9064845492574909
2025030235,2026-05-13,MIN,1,0,1,0,9,23.016666666666666,W,4,3,5.0,second_round,2025-26,False,H,8482661,J. Wallstedt,2.0,False,2.2,2.9268,0.9064681369485088
2025030321,2026-05-20,VGK,0,1,1,-1,3,21.53333333333333,L,2,4,1.0,conf_finals,2025-26,False,H,8479394,C. Hart,7.0,False,1.8,3.0488,0.8985894555700252
2025030322,2026-05-22,VGK,0,0,0,-1,1,22.5,L,1,3,2.0,conf_finals,2025-26,False,H,8479394,C. Hart,2.0,False,1.4,3.0488,0.8996405550386255
2025030323,2026-05-24,VGK,0,1,1,-1,5,18.03333333333333,L,3,5,3.0,conf_finals,2025-26,False,R,8479394,C. Hart,2.0,False,0.8,3.0488,0.9007904433059502
2025030324,2026-05-26,VGK,0,0,0,1,2,22.166666666666668,L,1,2,4.0,conf_finals,2025-26,True,R,8479394,C. Hart,2.0,False,0.8,3.0488,0.9010620232643785
