date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name
2024-11-30,UTA,0,0,0,-2,5,18.0,L,0,6,,regular_season,2024-25,8483530,J. Stauber
2024-12-03,EDM,0,0,0,1,0,21.583333333333332,W,1,0,,regular_season,2024-25,8479973,S. Skinner
2024-12-04,ANA,0,2,2,2,5,19.05,W,4,1,,regular_season,2024-25,8476434,J. Gibson
2024-12-06,DAL,1,0,1,-1,4,19.683333333333334,W,3,2,,regular_season,2024-25,8479979,J. Oettinger
2024-12-12,WPG,0,0,0,1,4,22.133333333333333,W,3,2,,regular_season,2024-25,8476945,C. Hellebuyck
2024-12-14,EDM,0,1,1,-1,5,19.416666666666668,L,3,6,,regular_season,2024-25,8479973,S. Skinner
2024-12-15,MIN,0,2,2,-1,1,20.966666666666665,W,3,2,,regular_season,2024-25,8482661,J. Wallstedt
2024-12-19,VAN,0,0,0,1,2,19.466666666666665,W,3,1,,regular_season,2024-25,8480947,K. Lankinen
2024-12-21,SEA,0,2,2,4,3,19.7,W,6,2,,regular_season,2024-25,8475831,P. Grubauer
2024-12-23,ANA,0,1,1,1,4,20.583333333333332,W,3,1,,regular_season,2024-25,8476434,J. Gibson
2024-12-27,SJS,1,1,2,4,2,22.683333333333334,W,6,3,,regular_season,2024-25,8480382,A. Georgiev
2024-12-29,CGY,0,1,1,0,4,25.516666666666666,W,3,0,,regular_season,2024-25,8478435,D. Vladar
2024-12-31,MTL,0,0,0,0,5,22.383333333333333,L,2,3,,regular_season,2024-25,8478470,S. Montembeault
2025-01-02,PHI,0,2,2,2,3,16.633333333333333,W,5,2,,regular_season,2024-25,8482783,A. Kolosov
2025-01-04,BUF,1,1,2,2,7,21.133333333333333,W,3,1,,regular_season,2024-25,8473503,J. Reimer
2025-01-07,SJS,0,1,1,2,3,20.816666666666666,W,4,2,,regular_season,2024-25,8480382,A. Georgiev
2025-01-09,NYI,0,0,0,-2,3,20.733333333333334,L,0,4,,regular_season,2024-25,8478009,I. Sorokin
2025-01-11,NYR,0,1,1,0,1,24.083333333333332,L,1,2,,regular_season,2024-25,8478048,I. Shesterkin
2025-01-14,NSH,0,0,0,-1,1,19.633333333333333,L,3,5,,regular_season,2024-25,8481020,J. Annunen
2025-01-17,CAR,0,1,1,-2,4,20.4,L,2,3,,regular_season,2024-25,8481611,P. Kochetkov
2025-01-18,CHI,0,1,1,0,6,19.266666666666666,L,3,5,,regular_season,2024-25,8475852,P. Mrazek
