date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name
2024-03-14,PHI,1,1,2,3,2,19.766666666666666,W,6,2,,regular_season,2023-24,8481035,S. Ersson
2024-03-16,CAR,0,0,0,-1,7,23.783333333333335,L,4,5,,regular_season,2023-24,8481611,P. Kochetkov
2024-03-19,PHI,0,2,2,-1,4,23.066666666666666,L,3,4,,regular_season,2023-24,8481035,S. Ersson
2024-03-20,WSH,2,3,5,4,5,19.583333333333332,W,7,3,,regular_season,2023-24,8479292,C. Lindgren
2024-03-23,EDM,1,1,2,3,4,19.116666666666667,W,6,3,,regular_season,2023-24,8479973,S. Skinner
2024-03-24,CAR,0,1,1,0,7,23.466666666666665,L,1,2,,regular_season,2023-24,8475883,F. Andersen
2024-03-26,NJD,1,0,1,-1,9,23.733333333333334,L,3,6,,regular_season,2023-24,8474596,J. Allen
2024-03-28,WSH,0,1,1,1,10,18.85,W,5,1,,regular_season,2023-24,8479292,C. Lindgren
2024-03-30,BUF,1,0,1,1,5,16.35,W,3,0,,regular_season,2023-24,8480045,U. Luukkonen
2024-04-01,FLA,2,1,3,3,2,18.6,W,6,4,,regular_season,2023-24,8475683,S. Bobrovsky
2024-04-03,TBL,1,0,1,-1,6,21.683333333333334,L,1,4,,regular_season,2023-24,8476883,A. Vasilevskiy
