date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,is_elimination_game,rest_days,is_back_to_back,rolling_pts_5,opp_ga_per_game
2026-01-26,ANA,0,4,4,2,1,20.15,W,7,4,,regular_season,2025-26,False,2.0,False,1.4,3.5062
2026-01-29,SJS,1,2,3,3,2,25.33333333333333,W,4,3,,regular_season,2025-26,False,3.0,False,2.0,3.5926
2026-01-31,MIN,1,0,1,-2,5,17.366666666666667,L,3,7,,regular_season,2025-26,False,2.0,False,2.0,2.9268
2026-02-03,TOR,0,0,0,-1,4,20.78333333333333,L,2,5,,regular_season,2025-26,False,3.0,False,2.2,3.6463
2026-02-04,CGY,2,0,2,1,5,25.45,L,3,4,,regular_season,2025-26,False,1.0,True,2.2,3.1852
2026-02-25,ANA,0,0,0,-2,3,20.58333333333333,L,5,6,,regular_season,2025-26,False,21.0,False,2.0,3.5062
2026-02-26,LAK,1,3,4,2,1,14.866666666666667,W,8,1,,regular_season,2025-26,False,1.0,True,1.2,3.0123
2026-02-28,SJS,1,0,1,0,5,21.78333333333333,L,4,5,,regular_season,2025-26,False,2.0,False,1.4,3.5926
2026-03-03,OTT,2,3,5,2,4,23.133333333333333,W,5,4,,regular_season,2025-26,False,3.0,False,1.4,3.0
2026-03-06,CAR,0,1,1,-2,0,21.45,L,3,6,,regular_season,2025-26,False,3.0,False,2.4,2.9268
2026-03-08,VGK,1,0,1,0,2,20.98333333333333,W,4,2,,regular_season,2025-26,False,2.0,False,2.2,3.0488
2026-03-10,COL,0,2,2,-1,5,22.85,W,4,3,,regular_season,2025-26,False,2.0,False,2.4,2.5062
2026-03-12,DAL,0,1,1,1,0,17.6,L,2,7,,regular_season,2025-26,False,2.0,False,2.0,2.7561
2026-03-13,STL,0,1,1,1,3,21.1,L,2,3,,regular_season,2025-26,False,1.0,True,2.0,3.1481
2026-03-15,NSH,1,0,1,0,2,3.2,W,3,1,,regular_season,2025-26,False,2.0,False,1.2,3.2593
2026-04-20,ANA,0,2,2,1,2,22.1,W,4,3,1.0,first_round,2025-26,False,36.0,False,1.2,3.5062
2026-04-22,ANA,1,1,2,-1,3,24.933333333333334,L,4,6,2.0,first_round,2025-26,False,2.0,False,1.4,3.5062
2026-04-24,ANA,0,2,2,-1,1,20.866666666666667,L,4,7,3.0,first_round,2025-26,False,2.0,False,1.4,3.5062
2026-04-26,ANA,0,1,1,-1,2,21.75,L,3,4,4.0,first_round,2025-26,False,2.0,False,1.6,3.5062
2026-04-28,ANA,2,0,2,1,4,23.366666666666667,W,4,1,5.0,first_round,2025-26,True,2.0,False,1.6,3.5062
2026-04-30,ANA,0,1,1,-1,1,24.016666666666666,L,2,5,6.0,first_round,2025-26,True,2.0,False,1.8,3.5062
