date,opponent,goals,assists,points,plus_minus,SOG,TOI,result,team_score,opp_score,game_number,game_context,season,opp_goalie_id,opp_goalie_name
2023-12-08,MIN,1,1,2,-1,2,20.916666666666668,W,4,3,,regular_season,2023-24,8470594,M. Fleury
2023-12-10,NJD,0,1,1,0,2,20.1,W,4,1,,regular_season,2023-24,8481033,A. Schmid
2023-12-12,CHI,1,0,1,1,2,18.383333333333333,W,4,1,,regular_season,2023-24,8475852,P. Mrazek
2023-12-14,TBL,0,0,0,-2,7,21.966666666666665,L,4,7,,regular_season,2023-24,8476883,A. Vasilevskiy
2023-12-16,FLA,0,0,0,-2,0,17.533333333333335,L,1,5,,regular_season,2023-24,8475683,S. Bobrovsky
2023-12-19,NYI,1,0,1,0,3,22.433333333333334,L,1,3,,regular_season,2023-24,8478009,I. Sorokin
2023-12-21,NJD,1,0,1,0,2,20.516666666666666,W,6,3,,regular_season,2023-24,8481033,A. Schmid
2023-12-22,NYR,0,0,0,1,2,21.866666666666667,W,4,3,,regular_season,2023-24,8471734,J. Quick
2023-12-28,SJS,1,0,1,1,3,19.0,W,5,0,,regular_season,2023-24,8480992,M. Chrona
2023-12-30,LAK,1,0,1,0,6,23.766666666666666,W,3,2,,regular_season,2023-24,8475660,C. Talbot
2023-12-31,ANA,1,2,3,4,4,16.7,W,7,2,,regular_season,2023-24,8476434,J. Gibson
2024-01-02,PHI,1,1,2,1,2,20.616666666666667,W,5,2,,regular_season,2023-24,8479394,C. Hart
2024-01-06,OTT,0,0,0,0,2,21.283333333333335,W,3,1,,regular_season,2023-24,8476341,A. Forsberg
2024-01-09,CHI,1,0,1,1,1,19.466666666666665,W,2,1,,regular_season,2023-24,8475852,P. Mrazek
2024-01-11,DET,0,0,0,0,3,19.083333333333332,W,3,2,,regular_season,2023-24,8479312,A. Lyon
2024-01-13,MTL,1,1,2,1,5,23.9,W,2,1,,regular_season,2023-24,8478470,S. Montembeault
2024-01-16,TOR,1,0,1,3,3,21.183333333333334,W,4,2,,regular_season,2023-24,8474889,M. Jones
2024-01-18,SEA,1,3,4,1,4,20.316666666666666,W,4,2,,regular_season,2023-24,8478916,J. Daccord
2024-01-20,CGY,0,0,0,0,0,18.633333333333333,W,3,1,,regular_season,2023-24,8478435,D. Vladar
2024-01-23,CBJ,0,1,1,1,3,20.4,W,4,1,,regular_season,2023-24,8478007,E. Merzlikins
2024-01-25,CHI,0,3,3,2,0,21.35,W,3,0,,regular_season,2023-24,8475852,P. Mrazek
2024-01-27,NSH,1,2,3,2,1,19.8,W,4,1,,regular_season,2023-24,8480947,K. Lankinen
2024-02-06,VGK,0,1,1,-1,1,20.5,L,1,3,,regular_season,2023-24,8478499,A. Hill
2024-02-09,ANA,1,1,2,2,4,20.133333333333333,W,5,3,,regular_season,2023-24,8476434,J. Gibson
2024-02-10,LAK,0,0,0,-2,3,23.183333333333334,L,0,4,,regular_season,2023-24,8479496,D. Rittich
2024-02-13,DET,1,1,2,2,2,17.266666666666666,W,8,4,,regular_season,2023-24,8478024,V. Husso
2024-02-15,STL,1,0,1,0,2,16.6,L,3,6,,regular_season,2023-24,8476412,J. Binnington
